geometry,bus,highway,name,public_transport,ref,name:ta,bench,check_date:shelter,lit,operator:wikidata,operator:wikipedia,route_ref,shelter,wheelchair,name:en,bin,tactile_paving,local_ref,operator,note,fixme,kerb,kerb:approach_aid,passenger_information_display,description,name:signed,addr:city,addr:postcode,addr:street,organic,shop,website,panoramax,disused,departures_board,loc_name,network,network:short,network:wikidata,network:wikipedia,designation,source,building,public_transport:version,alt_name,wikidata,wikipedia,addr:country,covered,sign,type,alt_name:en,access,amenity,fee
POINT (80.276459 13.0763656),yes,bus_stop,Pallavan Salai,platform,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.276179 13.0768078),yes,bus_stop,Pallavan Salai,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2833818 13.0849072),yes,bus_stop,உயர் நீதிமன்றம்,platform,,,,,,,,,,,High Court,,,,,,Verify name and location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2620635 13.074166),yes,bus_stop,Commissioner Office,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.267339 13.0689097),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2646506 13.0716607),yes,bus_stop,Egmore Court,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2403628 13.0503752),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2349394 13.0570031),yes,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2683179 13.0417872),yes,bus_stop,Valluvar Statue,platform,,,,,,,,,,,Valluvar Statue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2681148 13.041983),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2737964 13.0652457),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2781176 13.0581355),yes,bus_stop,கஸ்தூரிபாய் மருத்துவமனை,platform,,,,,,,,,,,Kasturibai Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kasturba Hospital,,,,,,,,,,
POINT (80.2776637 13.0602054),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2505676 13.0300269),yes,bus_stop,,platform,,,yes,,,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2763077 13.0825901),yes,bus_stop,Chennai Central Railway Station,platform,,,,,,,,,,,Chennai Central Railway Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.285738 13.0914641),yes,bus_stop,Loane Square,platform,,,,,,,,,,,Loane Square,,,,,Loane square park nearby has etymology tag to explain the name,Location is likely wrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2751809 13.091953),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2923716 13.0943483),yes,bus_stop,Beach Station,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.286395 13.0961399),yes,bus_stop,Mannadi,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2937634 13.0990436),yes,bus_stop,Clive Battery,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2866699 13.0996879),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2749364 13.1010909),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2867769 13.1034911),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2739713 13.072135),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2706743 13.102301),,bus_stop,பேசின் பிரிட்ஜ்,platform,,,,,,,,,,,Basin Bridge Railway Station,,,,,,Verify location; Another adjacent platform missing?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.196993 12.9648737),yes,bus_stop,,platform,,,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2997199 13.1511559),yes,bus_stop,Rajakadai,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2559382 12.9988972),yes,bus_stop,Adyar Depot,,1913,,yes,,,,,,yes,,Adyar Depot Bus Stand,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.259525 13.0162622),yes,bus_stop,Sathya Studio,platform,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.259582 13.0163426),yes,bus_stop,Sathya Studio,platform,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.259639 13.0164211),yes,bus_stop,Sathya Studio,platform,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.259698 13.0165092),yes,bus_stop,Sathya Studio,platform,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2561546 12.9984686),yes,bus_stop,Adyar Depot,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2564084 13.0002744),yes,bus_stop,BSNL Office,platform,,,,,,,,29C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.180271 13.1084248),,bus_stop,CSI Church Bus Stop,,,,,,,,,,no,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1834048 13.108223),,bus_stop,Korattur 41D Bus Stand,,,,,,,,,41D,yes,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.180364 13.1103434),,bus_stop,Korattur Aerikarai Bus Stop,,,,,,,,,,no,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2585701 13.0076573),yes,bus_stop,Adayar Signal,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2594407 13.0160134),yes,bus_stop,Andhra Mahila Sabha,,,,,2026-04-28,,,,,yes,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2627298 13.0202685),yes,bus_stop,Rani Meyammai School,,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2643155 13.0264662),yes,bus_stop,Mandaveli,platform,,,yes,,,,,,yes,yes,Mandaveli,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2664553 13.0370202),yes,bus_stop,Luz Corner,platform,,,,,,,,,,,Luz Corner,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2659968 13.029318),yes,bus_stop,St Mary’s Road,platform,,,,,,,,,,,St Mary’s Road,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2653165 13.0445256),yes,bus_stop,AVM Rajeshwari,platform,,ஏ.வி.எம் ராஜேஸ்வரி,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2682136 13.0416655),yes,bus_stop,Valluvar Statue,platform,,வள்ளுவர் சிலை,,,,,,,,,Valluvar Statue,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2628089 13.04479),yes,bus_stop,Woodlands,platform,,உட்லண்ட்ஸ்,,,,,,29A;29C,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2542024 13.0476081),yes,bus_stop,Stella Maris College,platform,,,,,,,,,,,,,,IIT,,,Fix location / position,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2567561 13.0461435),yes,bus_stop,Chola Hotel,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2525025 13.0504157),yes,bus_stop,Semozhi Poonga,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2493825 13.0553071),yes,bus_stop,Gemini,platform,,ஜெமினி,,,,,,,,,,,,IIT,,,Fix location / position,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2421558 13.0695972),yes,bus_stop,Chetpet,platform,,சேத்துப்பட்டு,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2449997 13.062284),yes,bus_stop,Sterling Road,platform,,ஸ்டெர்லிங் ரோடு,,,,,,,yes,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2509902 13.0897099),yes,bus_stop,Brick Kiln,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.244405 13.0787644),yes,bus_stop,KMC,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2502683 13.0845368),yes,bus_stop,Millers Road,platform,,மில்லர்ஸ் சாலை,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2507551 13.0872409),yes,bus_stop,Mekala Theatre,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2509589 13.0941477),yes,bus_stop,Saravana Theatre,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2513821 13.0972089),yes,bus_stop,Otteri,platform,,ஓட்டேரி,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2531007 13.1049521),yes,bus_stop,Mettupalayam,platform,,மேட்டுப்பாளையம்,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2493548 13.1064019),yes,bus_stop,Jamalia,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2458654 13.1071652),yes,bus_stop,Mangalapuram,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2445619 13.1080594),yes,bus_stop,Perambur Railway Station,platform,,பெரம்பூர் ரயில் நிலையம்,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2444885 13.108164),yes,bus_stop,Perambur Railway Station Bus Stand,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2467397 13.1073116),yes,bus_stop,Mangalapuram,platform,,,,,,,,29C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.250519 13.1062169),yes,bus_stop,Jamalia,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2531768 13.105056),yes,bus_stop,Mettupalayam,platform,,மேட்டுப்பாளையம்,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2526445 13.1023363),yes,bus_stop,Binny Mills,platform,,பின்னி மில்ஸ்,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2514514 13.0972157),yes,bus_stop,Otteri,platform,,ஓட்டேரி,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2433699 13.0694621),yes,bus_stop,Chetpet,platform,,சேத்துப்பட்டு,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2509794 13.0936235),yes,bus_stop,Saravana Theatre,platform,,சரவணா திரையரங்கு,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2511188 13.0906349),yes,bus_stop,R.K. Road,platform,,ஆர்.கே சாலை,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2506503 13.0872089),yes,bus_stop,Mekala Theatre,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.254603 13.0834502),yes,bus_stop,Millers Road,platform,,மில்லர்ஸ் சாலை,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2521255 13.0787415),yes,bus_stop,KMC,platform,,,yes,,,,,,yes,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2465225 13.0677838),yes,bus_stop,College Road,platform,,கல்லூரி சாலை,yes,,,,,,yes,,,,,IIT,,,Check name,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2478922 13.0666677),yes,bus_stop,Haddows Road,platform,,,,,,,,,yes,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2487138 13.0573221),yes,bus_stop,Income Tax Offrice,platform,,வருமான வரி அலுவலகம்,,,,,,,yes,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2683208 13.0413309),yes,bus_stop,Valluvar Statue,platform,,வள்ளுவர் சிலை,,,,,,,yes,,Valluvar Statue,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2691671 13.044299),yes,bus_stop,VM Street,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.247496 13.0606301),yes,bus_stop,Sterling,platform,,ஸ்டெர்லிங்,,,,,,,,,,,,IIT,,,Check name,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2526129 13.0501996),yes,bus_stop,Semozhi Poonga,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2496516 13.0549585),yes,bus_stop,Gemini,platform,,ஜெமினி,yes,,,,,,yes,,,,,IIT,,"buses: 24A, 29C",,,,,,,,,,,,,,,no,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2538615 13.048023),yes,bus_stop,Stella Maris College,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.256717 13.0459666),yes,bus_stop,Chola Hotel,platform,,,,,,,,27D,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2681224 13.0344064),yes,bus_stop,Kapaleeshwar Temple,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2648393 13.0447018),yes,bus_stop,Woodlands,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2677461 13.0376266),yes,bus_stop,Luz Corner,platform,,,,,,,,,,,Luz Corner,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2667491 13.0299144),yes,bus_stop,Mandaveli Market,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2634866 13.0222664),yes,bus_stop,Rani Meiyammai School,,,,,,,,,,yes,,Rani Meiyammai School,,,IIT,,,Fix location / position,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2597582 13.0162141),yes,bus_stop,Andhra Mahila Sabha,platform,,,,,,,,29C,yes,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2586412 13.0070713),yes,bus_stop,Adyar Signal,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2561722 12.998741),yes,bus_stop,Adyar Depot,platform,,,,,,,,,,,Adyar Depot Bus Stand,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2560835 12.9889638),yes,bus_stop,Jayanthi Theatre,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2579993 12.9868818),yes,bus_stop,Thiruvanmiyur,platform,,திருவான்மியூர்,,,,,,,yes,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,GPS;local knowledge,,,,,,,,,,,,,
POINT (80.259059 12.9766865),yes,bus_stop,Thiruvanmiyur RTO,platform,,,yes,,,,,,yes,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2594959 12.9850797),yes,bus_stop,Marundeeswarar Temple,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.257895 12.9694759),yes,bus_stop,Kottivakkam,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2575889 12.96954),yes,bus_stop,Kotivakkam,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2552125 12.9540502),yes,bus_stop,Chinna Neelankarai,,,,,,,,,,,,,,,IIT,,,Fix location / position,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2550489 12.9504769),yes,bus_stop,Vettuvankeni,,,,,,,,,,,,,,,IIT,,,Fix location / position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2514212 12.9273395),yes,bus_stop,Injambakkam,,,,,,,,,,,,,,,IIT,,,Fix location / position; Maybe a stop_position?,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2528146 12.9384549),yes,bus_stop,Saibaba,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.254723 12.9496587),yes,bus_stop,Vettuvankeni,platform,,,yes,,,,,,yes,,Neelankarai,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2514507 12.9273447),yes,bus_stop,Injambakkam,platform,,ஈஞ்சம்பாக்கம்,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2503942 12.9140134),yes,bus_stop,Water Tank,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2513359 12.9205379),yes,bus_stop,VGP,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2474836 12.8975923),,bus_stop,,,,,,,,,,,,,,,,,,,Name?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2438102 12.8774931),,bus_stop,Nainar Depot,,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2435911 12.8689025),,bus_stop,Uthandi,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.241912 12.8597978),,bus_stop,Ragas,,,,,,,,,,,,,,,IIT,,,Fix attributes; Stop position?? Needs platform,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2418337 12.8598425),,bus_stop,Ragas,,,,,,,,,,,,,,,IIT,,,Fix attributes; Stop position?? Needs platform,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2438159 12.8778797),,bus_stop,Nainar Depot,,,,,,,,,,,,,,,IIT,,,Fix attributes; Stop position?? Needs platform,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2433625 12.8679009),,bus_stop,Uthandi,,,,,,,,,,,,,,,IIT,,,Fix attributes; Stop position?? Needs platform,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.251487 12.9205826),yes,bus_stop,VGP,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2503116 12.9148864),yes,bus_stop,Water Tank,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2526055 12.9384795),yes,bus_stop,Saibaba,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2550838 12.9544995),yes,bus_stop,Chinna Neelankarai,platform,,,yes,,,,,,yes,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2547553 13.0066383),yes,bus_stop,Gandhinagar,platform,,காந்திநகர்,no,,,,,,no,,Adyar Bus Stand,no,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2562079 12.9612601),yes,bus_stop,Pallavakkam,platform,,,,,,,,,,,,,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,
POINT (80.2465371 13.0065479),yes,bus_stop,Madhya Kailash,platform,,மத்திய கைலாஷ்,yes,,yes,,,,yes,,,no,,IIT,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,Q6727584,en:Madhya Kailash Junction,,,,,,,,
