geometry,addr:postcode,amenity,healthcare,healthcare:speciality,name,name:en,name:etymology:wikidata,name:ta,operator,wikidata,wikipedia,addr:district,addr:full,addr:state,operator:type,source,website,addr:subdistrict,email,operator:wikidata,operator:wikipedia,addr:block,addr:city,check_date,wikimedia_commons,addr:street,phone,wheelchair,opening_hours,addr:housenumber,designation,addr:interpolation,emergency,addr:housename,addr:neighbourhood,addr:suburb,note,is_in,description,internet_access,contact:phone,payment:cash,payment:credit_cards,payment:debit_cards,alt_name,start_date,whatsapp,speciality,image,mobile,payment:google_pay,payment:insurance,contact:mobile,name:hi,name:ml,building,official_name,operator:short,landuse,short_name,name:tn,fax,building:levels,comment,contact:email,type
POINT (80.1846506 13.0449677),600087,hospital,hospital,,Royal Hospital - Chennai,,,,,,,Tiruvallur,"1, Jawaharlal Nehru Street, Valasarawakkam, Alwarthirunagar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1715896 13.0309126),600116,hospital,,,Viganesh Hospital,,,,,,,Kanchipuram,"36, Poothapedu Main Road, Vengadeswar Nagar, Perur",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2461429 12.9640779),600096,hospital,,,Sri Lakshmi Multi Speciality Hospital Pvt Ltd,,,,,,,Kanchipuram,"5/91, Church Road, Perungudi, Near Andrew Yulex Colony, Chengalpattu",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2270764 13.1135903),600082,hospital,hospital,,Dr Agarwal Eye Hospital Ltd,,,,,,,Chennai,"B-63, Siva Elango Salai (70 Feet Road), Periyar Nagar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.3043053 13.1665521),600019,hospital,hospital,,Karthik Hospital,,,,,,,Tiruvallur,"No 727 To 730, T H Road, T S R Nagar,Thiruvottiyur Chennai",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1749497 13.0834455),600037,hospital,hospital,,Spandana Surgical Centre,,,,,,,Tiruvallur,"Swarnapuri-Ground Floor, 6/13, J.J.Nagar West",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2424652 13.0827016),600010,hospital,hospital,,Tosh Hospitals Private Limited,,,,,,,Chennai,"No.34/72, Ormes Road, Kilpauk",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2366224 13.07604),600010,hospital,hospital,,Sundaram Cancer Centre,,,,,,,Chennai,"Flat1/B,Ii Floor,Old#No191,New#297,Precision Diagnostics Complex,Periyar Evr Salai(P.H.Road)Kilpauk",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2040416 13.0483992),600093,hospital,hospital,,R.R. Eye Instutute and Laser Foundation,,,,,,,Chennai,"37, Arunachalam Road",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2637114 13.0441485),600004,hospital,hospital,,Avm Medical Ent Research Foundation Pvt Ltd,,,,,,,Chennai,"3, P S Sivasami Salai Mylapore",Tamil Nadu,private,OpenGovernmentData,https://avmmerf.in/contact.php,Mylapore,avmmerf@sify.com;ravikv@mail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2486159 13.0806801),600010,hospital,hospital,Cosmetic and Plastic Surgery; Dentistry; Dialysis,"Aditya Hospital, Chennai",,,,,,,Chennai,"7, Barnaby Road",Tamil Nadu,private,OpenGovernmentData,https://www.adityahospital.co.in/,Kilpauk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2371521 13.0430125),600017,hospital,hospital,,Laser and Laparascopic Hospital,,,,,,,Chennai,No.121 G.N.Chetty Road,Tamil Nadu,private,OpenGovernmentData,https://www.drashokchennai.com/,T Nagar,info@drashokchennai.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2528444 12.9938673),600020,hospital,hospital,,Lakshmi Maternity Hospital,,,,,,,Chennai,"New No.10, Old No.20, 3Road Avenue, Indira Nagar, Adyar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2490893 13.0790289),600010,hospital,hospital,,Kumaran Hospital Pvt.Ltd.,,,,,,,Chennai,"214, E.V.R.Periyar Salai, Poonamalee High Road, Periyar Salai",Tamil Nadu,private,OpenGovernmentData,https://kumaranhospitals.com/Index.html,Kilpauk,kumaranhospitals@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1996361 13.1217887),600099,hospital,hospital,,D R J Hospital P. Ltd.,,,,,,,Tiruvallur,"No: 9, 100 Feet Road, Nehru National Highway, Kolathur",Tamil Nadu,,OpenGovernmentData,,,,,,,,2024-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1619336 13.0381353),600116,hospital,,,"Dr Agarwals Eye Hospital Ltd, Chennai",,,,,,,Kanchipuram,"No 49, Aruot Road Porur Porur Chennai",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2711008 13.0177957),600028,hospital,,,Apollo Specialty Hospitals Private Limited,,,,,,,Chennai,"No.41/42, 53/54, Sathyadev Avenue, Mrc Nagar",Tamil Nadu,private,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2423476 13.0877615),600010,hospital,hospital,,Deepam Eye Hospital,,,,,,,Chennai,"72, Medavakkam Tank Road, Near Jamai Mosque",Tamil Nadu,private,OpenGovernmentData,http://www.deepameyehospital.com/,Kilpauk,deepameyehospital@gmail.com; contact@deepameyehospital.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2579902 13.0685338),600008,hospital,hospital,,Dr. A. Ramachandran's Diabetes Hospital,,,,,,,Chennai,"28, Marshalls Road Egmore",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1822808 13.0353484),600089,hospital,,,"Srushti Hospital, Kanchipuram",,,,,,,Kanchipuram,"No.1, Padmavathy Street, Thirumalai, Ramapuram",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2182426 13.0843952),600041,hospital,hospital,,Veecare Eye Hospital,,,,,,,Thiruvallur,"4/579, Chennai, 4/579 Rajiv Gandhi Salai",Tamil Nadu,,OpenGovernmentData,,Ambattur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2114016 12.9763914),600042,hospital,hospital,,Velachery K S Hospital,,,,,,,Chennai,"No.14, 10Th Cross Street , A.G.S.Colony, Velachery",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.25267 13.0790015),600084,hospital,hospital,,K.J. Hospital,,,,,,,Chennai,"New-182, Old-927, Poonamalee High Road, Flower Road",Tamil Nadu,private,OpenGovernmentData,http://kjhospital.net/kjhospital/Welcome.aspx,,kjh@rediffmail.com,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2336198 13.0440365),600017,hospital,hospital,,Sathya Physiotherapy Centre,,,,,,,Chennai,"24,Coats Road, T.Nagar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2469368 13.0788382),600010,hospital,hospital,,Kensington Hospital,,,,,,,Chennai,"856,Poonamallee High Road, Kilpauk",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2061465 12.9925116),600088,hospital,,,Ponmalligai Hospital Pvt Ltd,,,,,,,Kanchipuram,"#1, Kakkan Nagar 1st Main Road, Adambakkam",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2290894 13.0389519),600017,hospital,hospital,,Pdr Othopaedic Hospital,,,,,,,Chennai,"35, Rangan Street, Behind Grt, T.Nagar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2706811 13.0427786),600004,hospital,hospital,,E V Kalyani Medical Centre,,,,,,,Chennai,4Second Street Dr Radhakrishnan Road Mylapore,Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2631588 13.0269877),600028,hospital,,,Yogi Vedha Kumari Hospital,,,,,,,Chennai,"Near Central Bank (Bus Stop), Mandaveli, Devanathan St",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2181782 12.9833895),600042,hospital,hospital,,Xcellent Care Superspeciality Hospital,,,,,,,Chennai,"7/14, 7Th Cross Street, Rajalakshmi Nagar, Velachery",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2329075 13.0478465),600017,hospital,hospital,,Women and Children Foundation,,,,,,,Chennai,"4 / 1 & 4/2 , Porur Somasundaram, North Usman Road T Nagar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2541493 13.0791504),600013,hospital,hospital,,"Sudha Hospital, Chennai",,,,,,,Chennai,"51/18, Adam Sahib Street, Pumping Station Road, Roya Puram",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2522811 13.0816938),600084,hospital,hospital,,V.K. Hospital,,,,,,,Chennai,"No.77, Dr. Alagappa Road, Purasawalkam",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2252632 13.0838857),600102,hospital,hospital,,U.K. Hospitals Pvt. Ltd.,,,,,,,Chennai,"103/112, D- Block,1st Main Road, Annanagar East",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2415402 13.0892193),600023,hospital,hospital,,"Trust Hospital, Chennai",,,,,,,Chennai,"N0 122,Medavakkam Tank Road,Ayanavaram",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2076291 13.082343),600040,hospital,hospital,,Titan Eye,,,,,,,Chennai,"Road s Enterprises Pvt Limited, Franchisee Of Titan Eye Rbn Tower,Ak-2,4Th Avenue,Shanthi Colony,Annanagar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2371645 13.0332775),600017,hospital,hospital,,Sai Ortho Care Hospital,,,,,,,Chennai,"55, Sadulla Street, T.Nagar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2035199 13.0481888),600093,hospital,hospital,,Sooriya Hospital,,,,,Q52843713,,Chennai,"No.1, Near By Avm Studio, Saligramam, Arunachalam St",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2410582 13.0496502),600017,hospital,hospital,,Centre For Blood Disorders,,,,,,,Chennai,"Old No.24, New 73, Habibullah Road, T.Nagar",Tamil Nadu,,OpenGovernmentData,,,,,,,Chennai,,,Habibullah Road,+91 44 2834 0668;+91 44 2834 5161,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2803303 13.1166714),600021,hospital,hospital,,Roselin Gandhi Hospital,,,,,,,Chennai,"10/18, Arumugam Street, Old Washermenpet",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2069719 13.0475826),600026,hospital,hospital,,Paterson Cancer Center / Vijaya Health Centre Premises,,,,,,,Chennai,"175, N.S.K. Salai, Vadapalani",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2481343 13.0558855),600034,hospital,hospital,,Fertility Research Centre,,,,,,,Chennai,"6E, Nungambakkam High Road",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2187347 13.047269),600024,hospital,hospital,,Spot Hospital,,,,,,,Chennai,"No.36, Dr. Ambedkar Road, Kodambakkam",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.204346 13.1184203),600049,hospital,,,B B Hospital,,,,,,,Tiruvallur,"No.52, Dayalunagar, Kolathur, Near Villirakham Railway Station",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2205016 12.9758647),600042,hospital,hospital,,Appasamy Krishna Hospital and Medical Research Centre,,,,,,,Chennai,"Plot No. 191, 100 Feet By-Pass Road, Velacherry",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2432201 13.0606718),600034,hospital,hospital,,"Medindia Hospitals, Chennai",,,,,,,Chennai,"83, Valluvarkottam High Road ( Village Road)",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.304324 13.1694824),600019,hospital,hospital,multi speciality,"Aakash Hospital, Tiruvallur",,,,,,,Tiruvallur,T H Road,Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2398249 13.1450072),600081,hospital,hospital,,K.M. Multi Speciality Hospital,,,,,,,Chennai,"# 8 & 9 Annai Velakanni Nagar,Madhavaram Milk Colony",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.293498 13.1228878),600081,hospital,hospital,,Rudhra-Chella Clinicare`N`Cure Services,,,,,,,Chennai,"599,T.H.Road, Tondiarpet",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2452886 13.0781955),600010,hospital,hospital,,K.K.R. ENT Hospital and Research Institute(P) Ltd,,,,,Q30260572,,Chennai,"827, Poonamallee High Road",Tamil Nadu,private,OpenGovernmentData,https://www.kkrenthospital.org/,,enquiry@kkrenthospital.org,,,,,,,Poonamalee High Road,+91 44 2641 1444,,Mo-Su 07:00-19:00,274,,,,,,,,,,,,,,,KKR ENT Hospital,,,,,,,,,,,,,,,,,,,,,
POINT (80.1836944 13.0345893),600089,hospital,,,Roy's Heart Foundation,,,,,,,Kanchipuram,"No: 3/49, Valluvar Salai, Ramapuram",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2299377 13.0503377),600024,hospital,hospital,,"Srinivasa Hospital P P N, Chennai",,,,,,,Chennai,"47, Railway Station Road, Near Post Office, Kodambakkam",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2507684 13.0394065),620018,hospital,hospital,,Gastro Cre Hospital,,,,,,,Tiruchirappalli,"C,57 11Th Cross Thillai Nagar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1865241 13.0463676),600087,hospital,hospital,multi speciality,Aaditya Kamaraja Eye Hospital,,,,,,,Tiruvallur,"No.36, Ist Main Road, Alwarthirunagar Annexe, Alwarthirunagar, Chennai",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2541614 12.9531897),600002,hospital,hospital,,Sahishnatha Indtitute Of Maternal And Child Health,,,,,,,Chennai,"No.2/614A,Philios Street,Neelangarai",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2741693 13.0619796),600005,hospital,hospital,,Siva E N T Hospital,,,,,,,Chennai,"136 (295), Triplicane High Road",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2650954 13.0476113),600014,hospital,hospital,,"Vinayagam Laser Hospital, Chennai",,,,,,,Chennai,"194, Old No 289, Lloyd's Road, Avvai Sanmugam Salai, Royapettah",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2736449 13.0524884),600014,hospital,hospital,,"Dr Agarwals Eye Hospital, Triplicane",,,,,,,Chennai,"No: 290, Triplicane High Road, Triplicane",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.259169 13.0432085),600086,hospital,hospital,,"Dr.Agarwal's Eye Hospital Ltd., Gopala Puram",,,,Dr. Agarwal's Eye Hospital,,,Chennai,"No-19, Cathedral Road",Tamil Nadu,private,OpenGovernmentData,https://www.dragarwal.com/,Gopala Puram,dragarwal@vsnl.com,Q17052044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2013205 13.0380111),600093,hospital,hospital,,Bharani Hospital,,,,,,,Chennai,"No 22, Arcot Road, Saligramam",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.294082 13.1738112),600019,hospital,hospital,,Vasantha Hospital,,,,,,,Tiruvallur,"No-04, Annai Gangammal Nagar, Satiamurhu Nagar, Thiruvattiyur",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2042733 13.0475131),600026,hospital,hospital,,Fortis Vadapalani Hospital,,,,,,,Chennai,"Ottagapalayam, Kannika Puram, Vadapalani, Chennai",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2147555 13.0748708),636106,hospital,hospital,,Tamil Nadu Urological Research Centre Best Kidney Stone Clinic,,,,,,,Chennai,"Poonamallee High Road,Arumbakkam LandMark : Next to Chennai Ford LandMark",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2636265 13.0290525),600028,hospital,hospital,,Sri Ranga Hospitals,,,,,,,Chennai,"No.06, Chokkalingam St, Jeth Nagar, Mandaveli",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2446245 13.0297278),600035,hospital,hospital,,Chamiers Day Care Center,,,,,,,Chennai,"23, Pasumpon Muthuramalinga Thevar Rd, Rathna Nagar, Nandanam",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2421492 12.9609724),600096,hospital,,,London Harley Street Women And Fertility Centre,,,,,,,Chennai,"12/8, Phase-1, Thirumalai Nagar, Tirumalai Nagar, Perungudi",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2540981 13.003026),600020,hospital,hospital,,Gas Hospital,,,,,,,Chennai,"3/2, 3/2, Adyar 3rd St, Bakthavatchalam Nagar, Baktavatsalm Nagar, Adyar, Chennai",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2423799 13.0465056),600017,hospital,hospital,,Dr.Bala Subramanian,,,,,,,Chennai,"56,(Old No.105), G.N. Chetty Road, First Floor, T.Nagar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2506039 13.1297134),0:00,hospital,hospital,,Swasthik Health Care center,,,,,,,Chennai,"Near M.R. Nagar, Bus Stop, Moolakadai, Perambur, Ist Main Road",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.243196 13.13468),600081,hospital,hospital,,NRV Hospital,,,,,,,Chennai,"86/A, Pandian Cinema Theatre, Kodungaiyur, Kamarajar Salai",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.3042862 13.1685958),600019,hospital,hospital,,Sugam Hospital,,,,,,,Thiruvallur,"Thiruvotriyur Market, Chennai, No.349,Thiruvotriyur High Road, Thiruvotriyur, Chennai- 600 019",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.243753 13.07832),600010,hospital,hospital,,Govt Kilpauk Medical College Hospital,,,,,,,Chennai,"822, Poonamallee High Rd, Near Ega Theatre, Kilpauk, Chennai",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Xi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.285818 13.12038),600021,hospital,hospital,,Rasi Hospital,,,,,,,Chennai,"Near Washermanpet Post Office, Oldwashermanpet, Thiruvottiyur High Road",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2301988 13.0991743),600023,hospital,hospital,,Government Maternity And Child Hospital,,,,,,,Chennai,"United India Nagar, Ayanavaram",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2461174 13.0433937),600017,hospital,hospital,,Cloudnine Hospital - Chennai,,,,,,,Chennai,"Near Hyatt Resigency Hotel, T. Nagar, Vijayaraghava Road",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2745135 13.061988),600005,hospital,hospital,,Shifa Hospital And Reasearch Centre,,,,,,,Chennai,"Near Star Theatre, Triplicane, Quaide-Millah High Road",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.286804 13.10618),600001,hospital,hospital,,Govt. Stanley Hospital,,,,,,,Chennai,"Mint, Royapuram, Osh Road",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Xi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1895003 13.0469783),600092,hospital,hospital,,Subam Specialities Hospitals,,,,,,,Chennai,"No. 46, (Opp) Vembulliammal Koil, Virugambakkam, Avm Avenue",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1799109 13.0692631),600095,hospital,,,Srisaihospital With Matrinity Facility,,,,,,,Chennai,"No: 36, Near Dayasadan Agarwal Vidyalaya, Maduravoyal, V.G.P Amudha Nagar",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Xi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2233851 13.1153048),600082,hospital,hospital,,Govt Peripheral Hospital Periyar Nagar,,,,,,,Chennai,"Govt.Peripheral Hospital, Periyar Nagar, Shiva Vishnu Koil, Periyar Nagar, Jaganadhan Salai",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Xi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2453103 13.0431134),600017,hospital,hospital,,Be Well Hospital,,,,,,,Chennai,"5A, (Opp) Anjuman Hr.Sec. School, T. Nagar, Vijayaraghava Road",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1922458 13.0508643),600092,hospital,hospital,,Hera Hospital,,,,,,,Chennai,"No.1, (Opp) To Akr Mahal, Virugambakkam, Soranmbigai Nagar",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2957982 13.1129012),600013,hospital,hospital,,Government Unani Hospital,,,,,,,Chennai,"E Kal Mandapam Rd, Panaimarathotti, Pudumani Kuppam, Royapuram, Chennai",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2428501 13.0586646),600034,hospital,hospital,,Meenakshi Hospital & Childrens Hospital,,,,,,,Chennai,"103-109, Near Valluvarkottam, Nungambakkam, Valluvarkottam High Road",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
