geometry,amenity,atm,brand,brand:wikidata,brand:wikipedia,name,name:en,short_name,branch,website,brand:en,brand:hi,brand:kn,brand:pa,brand:pnb,brand:ur,brand:wikipedia:pa,name:hi,name:kn,name:pa,name:pnb,name:ur,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,phone,drive_through,created_by,operator,brand:ta,name:ta,old_name,source,air_conditioning,check_date,currency:INR,internet_access,addr:housename,designation,email,postal_code,level,addr:block,addr:suburb,wheelchair,operator:wikidata,operator:wikipedia,brand:fa,brand:mr,brand:website,name:fa,name:mr,short_name:pa,short_name:ur,office,not:brand:wikidata,description,image,opening_hours:covid19,internet_access:fee,building,addr:district,note,building:levels,addr:full
POINT (80.2772143 13.0880784),bank,,Union Bank of India,Q2004078,,Union Bank of India,,,Sowcarpet - 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,yes,,,,,,,,,,,,,,,,,,,,
POINT (80.2798679 13.1025082),bank,,State Bank of India,Q1340361,,State Bank of India,,SBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.279893 13.1028199),bank,,Axis Bank,Q2003549,,Axis Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.279886 13.1014329),bank,,Canara Bank,Q2003777,,Canara Bank,Canara Bank,,,,Canara Bank,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.240524 13.0514338),bank,,State Bank of India,Q1340361,,State Bank of India,,SBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2016609 13.1245244),bank,,Axis Bank,Q2003549,,Axis Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2439349 13.0631813),bank,,IDFC First Bank,Q22031467,,IDFC First Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.256897 13.0349294),bank,,Bank of Baroda,Q2003797,,Bank of Baroda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1481147 13.1213665),bank,,Bank of Baroda,Q2003797,,Bank of Baroda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1492739 13.1177311),bank,,HDFC Bank,Q631047,,HDFC Bank,,HDFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1991948 13.0470681),bank,,Axis Bank,Q2003549,,Axis Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.238145 13.1377305),bank,,Indian Overseas Bank,Q2003611,,Indian Overseas Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2409765 13.1290586),bank,,Union Bank of India,Q2004078,,Union Bank of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2386384 13.1345267),bank,,Canara Bank,Q2003777,,Canara Bank,Canara Bank,,,,Canara Bank,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,,,,,,,,,,,,,,,2025-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2678226 12.9961908),bank,,AU Small Finance Bank,Q48729722,,AU Small Finance Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2631508 12.9963301),bank,,Bank of Maharashtra,Q2004304,,Bank of Maharashtra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2509842 13.0064932),bank,,Canara Bank,Q2003777,,Canara Bank,Canara Bank,,,,Canara Bank,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2385543 13.0499114),bank,,HDFC Bank,Q631047,,HDFC Bank,,HDFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2591402 12.9967424),bank,,Kotak Mahindra Bank,Q2040404,,Kotak Mahindra Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2349792 13.040924),bank,,Union Bank of India,Q2004078,,Union Bank of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2352747 13.0412999),bank,,Bank of Baroda,Q2003797,,Bank of Baroda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2293506 13.0146339),bank,,Indian Overseas Bank,,,Indian Overseas Bank,,,,,,,,,,,,,,,,,,,,,,,,,Indian Overseas Bank,,,,,,,,,,,,,,,,,Q2003611,,,,,,,,,,,,,,,,,,,
POINT (80.2277911 13.0742236),bank,,Canara Bank,Q2003777,,Canara Bank,Canara Bank,,,,Canara Bank,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,,,,,,,,,,,,,,,2026-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1838707 13.0712035),bank,,City Union Bank,Q2040264,,City Union Bank,City Union Bank,CUB,,,City Union Bank,सिटी यूनियन बैंक,,,,,,सिटी यूनियन बैंक,,,,,,,,,,,,,,சிட்டி யூனியன் வங்கி,சிட்டி யூனியன் வங்கி,,,,2026-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1939565 13.0572144),bank,,City Union Bank,Q2040264,,City Union Bank,City Union Bank,CUB,,,City Union Bank,सिटी यूनियन बैंक,,,,,,सिटी यूनियन बैंक,,,,,,,,,,,,,,சிட்டி யூனியன் வங்கி,சிட்டி யூனியன் வங்கி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1934324 13.0561336),bank,,Punjab National Bank,Q2743499,,Punjab National Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.258723 13.0975418),bank,yes,HDFC Bank,,,HDFC Bank,,HDFC,Pattalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,
POINT (80.2249474 13.0150115),bank,,,,,Axis bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2688872 13.0345303),bank,,Bandhan Bank,Q19882235,,Bandhan Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2681818 13.0346467),bank,,Indian Bank,Q2003789,,Indian Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2693667 13.0322398),bank,,Axis Bank,Q2003549,,Axis Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2701912 13.032074),bank,,Union Bank of India,Q2004078,,Union Bank of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1794701 13.0862648),bank,,IndusInd Bank,Q2040323,,IndusInd Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2010885 13.0728167),bank,,Axis Bank,,,Axis Bank,,,Koyambedu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2009415 13.0729525),bank,,,,,Kotak Mahindra Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2380805 12.9863179),bank,,HDFC Bank,Q631047,,HDFC Bank,,HDFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1952809 13.0671063),bank,,State Bank of India,Q1340361,,State Bank of India,,SBI,Market Complex Koyambedu,,,,,,,,,,,,,,,,,,,,,,State Bank of India,,,,,,2026-06-14,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2689863 13.0345178),bank,,,,,Bandhan Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-17,,wlan,,,,,,,,,,,,,,,,,,,,,,,no,,,,,
POINT (80.2032086 13.0707461),bank,,,,,SBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2024274 13.0723339),bank,,,,,Repco bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2009392 13.0730013),bank,,,,,Yes Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2017931 13.0722786),bank,,HDFC Bank,Q631047,,HDFC Bank,,HDFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2476844 13.0447171),bank,,,,,ICICI bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.247439 13.0431338),bank,,,,,Kotak Mahindra bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2342923 12.9932678, 80.2341755 12.9932256, 80.2342731 12.9929694, 80.2343898 12.9930116, 80.2342923 12.9932678))",bank,yes,State Bank of India,Q1340361,,State Bank of India,,SBI,IITM Branch,,,,,,,,,,,,,,,,,,,,,,SBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
"POLYGON ((80.2063196 13.0228227, 80.205967 13.022888, 80.2059546 13.0227837, 80.2062885 13.0227132, 80.2063196 13.0228227))",bank,yes,Indian Bank,Q2003789,en:Indian Bank,Indian Bank,,,,,,,,,,,,,,,,,"Ekkattuthangal, Chennai",,600032,Inner Ring Road,,,,,Indian Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
"POLYGON ((80.2909936 13.0909669, 80.2910116 13.0910204, 80.2909979 13.0910249, 80.2910307 13.091121, 80.2910108 13.0911277, 80.2910264 13.0911818, 80.291047 13.0911758, 80.2910517 13.0911918, 80.2911053 13.0911751, 80.2911769 13.0913865, 80.2911285 13.0914029, 80.2911337 13.091417, 80.2911119 13.0914243, 80.2911197 13.0914462, 80.2911393 13.0914397, 80.2911625 13.0915033, 80.2911379 13.0915116, 80.2911551 13.0915554, 80.2911912 13.0915433, 80.2912087 13.0915987, 80.2911412 13.0916223, 80.2911342 13.0915999, 80.2910639 13.0916231, 80.2910726 13.0916497, 80.2910046 13.0916713, 80.2909969 13.0916433, 80.2909318 13.0916644, 80.2909438 13.0917035, 80.2908564 13.0917309, 80.2908432 13.091688, 80.2906444 13.0910699, 80.2907007 13.0910527, 80.2907094 13.0910795, 80.2909358 13.0910103, 80.2909282 13.0909869, 80.2909936 13.0909669))",bank,,State Bank of India,Q1340361,,State Bank of India,,SBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
"POLYGON ((80.2180605 13.0829767, 80.2180605 13.0828359, 80.2183249 13.0828303, 80.2183363 13.0829582, 80.2180605 13.0829767))",bank,yes,ICICI Bank,Q1653258,en:ICICI Bank,ICICI Bank,,ICICI,Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2244062 13.0233062, 80.2245691 13.0233045, 80.2245696 13.0233503, 80.2246266 13.0233497, 80.2246271 13.0233985, 80.2244072 13.0234007, 80.2244062 13.0233062))",bank,yes,State Bank of India,Q1340361,en:State Bank of India,State Bank of India,,SBI,Saidapet Bazaar Branch,,,,,,,,,,,,,,Saidapet,,600015,Jeenis Road,,,,,SBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
"POLYGON ((80.2209113 13.039458, 80.2211394 13.039418, 80.2211192 13.0393145, 80.2208932 13.0393599, 80.2209113 13.039458))",bank,yes,ICICI Bank,Q1653258,en:ICICI Bank,ICICI Bank,ICICI Bank,ICICI,,https://www.icicibank.com,,,,,,,,,,,,,,,,Arya Gowda Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
"POLYGON ((80.2211917 13.0388435, 80.2213152 13.038814, 80.2212705 13.0386368, 80.221147 13.0386664, 80.2211917 13.0388435))",bank,yes,,,,Indian Oversees Bank,,,,,,,,,,,,,,,,,,,,Thiruvengadam Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2904458 13.0904871, 80.2907855 13.0903756, 80.2906926 13.0901021, 80.290356 13.0902134, 80.2904458 13.0904871))",bank,,Standard Chartered,Q548278,,Standard Chartered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
"POLYGON ((80.1511489 13.1191171, 80.1511529 13.1192868, 80.1514624 13.1191479, 80.1513959 13.1189961, 80.1511489 13.1191171))",bank,,State Bank of India,Q1340361,,State Bank of India,,SBI,,,,,,,,,,,,,,,,,,South Park Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
"POLYGON ((80.1500019 13.1224969, 80.1502245 13.1224573, 80.1502193 13.1223881, 80.1499931 13.1224217, 80.1500019 13.1224969))",bank,yes,Indian Overseas Bank,Q2003611,,Indian Overseas Bank,,,,,,,,,,,,,,,,,Chennai,,600053,Old Township Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Chennai,,,
"POLYGON ((80.1469134 13.1219105, 80.147025 13.1221156, 80.1471713 13.1220451, 80.1470606 13.1218291, 80.1470179 13.1218546, 80.1469134 13.1219105))",bank,,Axis Bank,Q2003549,,Axis Bank,,,,,,,,,,,,,,,,,Chennai,,,Chennai - Tiruttani - Renigunta Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,Chennai,,,
"POLYGON ((80.1498162 13.121305, 80.1499402 13.1212927, 80.149928 13.1211751, 80.149804 13.1211873, 80.1498162 13.121305))",bank,yes,Indian Bank,Q2003789,,Indian Bank,,,,,,,,,,,,,,,,,Chennai,,600053,Old Township Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Chennai,,,
"POLYGON ((80.2211849 13.0378675, 80.2212789 13.0378481, 80.2212368 13.0376476, 80.2211832 13.0376589, 80.2211428 13.037667, 80.2211849 13.0378675))",bank,,,Q6479935,en:Lakshmi Vilas Bank,Lakshmi Vilas Bank,Lakshmi Vilas Bank,,,https://www.lvbank.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
"POLYGON ((80.1616921 13.0207895, 80.1618053 13.020775, 80.1617831 13.0206109, 80.16167 13.0206254, 80.1616921 13.0207895))",bank,no,Indian Bank,Q2003789,,Indian Bank,,,Porur Branch,,,,,,,,,,,,,,Mugalivakkam,,600125,"Mugalivakkam Road, AGS Colony",Mo-Fr 09:00-15:00,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
"POLYGON ((80.2547972 13.0058177, 80.255004 13.0058041, 80.254992 13.0056082, 80.254792 13.0055996, 80.2547972 13.0058177))",bank,,State Bank of India,Q1340361,en:State Bank of India,State Bank of India,,SBI,,,,,,,,,,,,,,,Chennai,,600020,Kasturibai Nagar 1st Cross Street,Mo-Sa 10:30-16:30,+91 44  24455995,,,State Bank of India,,,,,,,,,,,sbi.13361@sbi.co.in,,,,,,,,,,,,,,,,,,,,,yes,,"MICR - 600002185
IFSC - SBIN0013361
Branch code - 13361",,
"POLYGON ((80.2278881 13.0531039, 80.2280018 13.0530848, 80.2279704 13.052907, 80.2278566 13.052926, 80.2278881 13.0531039))",bank,,State Bank of India,Q1340361,en:State Bank of India,State Bank of India,,SBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
"POLYGON ((80.2259698 13.0469804, 80.2260913 13.0469439, 80.226049 13.0468105, 80.2259275 13.0468471, 80.2259698 13.0469804))",bank,,State Bank of India,Q1340361,,State Bank of India,,SBI,Rangarajapuram,,,,,,,,,,,,,,,,,Rangarajapuram Main Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,
"POLYGON ((80.1515993 13.1195877, 80.1514878 13.1196061, 80.1515357 13.119814, 80.151645 13.1197967, 80.1515993 13.1195877))",bank,,ICICI Bank,Q1653258,,ICICI Bank,,ICICI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
"POLYGON ((80.2296109 13.0413874, 80.2297286 13.0413676, 80.2296933 13.0411683, 80.2295757 13.041188, 80.2296109 13.0413874))",bank,yes,Canara Bank,Q2003777,en:Canara Bank,Canara Bank,Canara Bank,,,https://www.canarabank.com/,Canara Bank,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,ਕੇਨਰਾ ਬੈਂਕ,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
"POLYGON ((80.1490792 13.1216167, 80.1490803 13.1217365, 80.1493194 13.1217236, 80.1493422 13.1216636, 80.1490792 13.1216167))",bank,yes,DBS Bank India,Q76514597,,DBS Bank India,,,,,,,,,,,,,,,,,Chennai,,600053,"Old Township Road, Ambattur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
"POLYGON ((80.2211803 13.0354404, 80.2212756 13.0354772, 80.2213378 13.0353241, 80.2212426 13.0352873, 80.2211803 13.0354404))",bank,,Punjab National Bank,Q2743499,,Punjab National Bank,Punjab National Bank,PNB,,https://www.pnbindia.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
"POLYGON ((80.1675075 13.0228195, 80.1676175 13.0227858, 80.167561 13.0226103, 80.1674509 13.022644, 80.1675075 13.0228195))",bank,,Indian Overseas Bank,Q2003611,,Indian Overseas Bank,,,Mugalivakkam Branch,,,,,,,,,,,,,,Mugalivakkam,,600125,"Subashiri Nagar Ext, Dhanam Nagar",,,,,,,,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,yes,,,1,
"POLYGON ((80.2601113 13.0361529, 80.2602607 13.0361384, 80.260244 13.0359762, 80.2600946 13.0359908, 80.2601113 13.0361529))",bank,yes,HDFC Bank,Q631047,en:HDFC Bank,HDFC Bank,,HDFC,,,,,,,,,,,,,,,,,,,24/7,,,,HDFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
"POLYGON ((80.2570334 13.0316881, 80.2570304 13.0315807, 80.2568556 13.0315853, 80.2568586 13.0316927, 80.2570334 13.0316881))",bank,,Citibank,Q857063,en:Citibank,Citibank,,Citi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
"POLYGON ((80.2220995 13.0639665, 80.2221115 13.0640305, 80.2221946 13.0640157, 80.2221826 13.0639518, 80.2220995 13.0639665))",bank,,Indian Overseas Bank,Q2003611,,Indian Overseas Bank,,,,,,,,,,,,,,,,,,,,,Mo-Sa 09:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,"No 40/16, Kamaraj Nagar 4th Street, Chennai - 600094"
"POLYGON ((80.2464963 12.9648132, 80.2466753 12.9647923, 80.2466666 12.9647212, 80.2464876 12.9647421, 80.2464963 12.9648132))",bank,yes,,,,icici bank,,,,,,,,,,,,,,,,,,,,,Mo-Su 10:00-22:00,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1653258,,,,,yes,,,,
"POLYGON ((80.2041336 13.0870781, 80.2041349 13.0871572, 80.2043531 13.0871596, 80.2043506 13.0869903, 80.2041306 13.0869954, 80.2041336 13.0870781))",bank,yes,,,,C.C. Bank,,,,,,,,,,,,,,,,,Chennai,,,15th Main Road,,,,,C.C. Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
"POLYGON ((80.2099214 13.1058733, 80.2099004 13.1057552, 80.2096584 13.105796, 80.2096794 13.1059141, 80.2099214 13.1058733))",bank,no,State Bank of India,Q1340361,en:State Bank of India,State Bank of India,,SBI,(Villivakkam Branch),,,,,,,,,,,,,,"Villivakkam, Chennai",,600049,East Mada Street,,,,,SBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
"POLYGON ((80.2609232 12.9857979, 80.2609194 12.985743, 80.2608362 12.9857485, 80.26084 12.9858034, 80.2609232 12.9857979))",bank,,Indian Bank,Q2003789,en:Indian Bank,Indian Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,
"POLYGON ((80.2856745 13.0905694, 80.2856867 13.0907008, 80.2860586 13.0906728, 80.2860481 13.0905396, 80.2858886 13.0905508, 80.2856745 13.0905694))",bank,,,,,Chennai Central Cooperative Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,4,
"POLYGON ((80.2875764 13.091364, 80.287729 13.0913415, 80.2880496 13.0912941, 80.2880269 13.0911485, 80.2879691 13.0911372, 80.2875518 13.0911989, 80.2875754 13.0913574, 80.2875764 13.091364))",bank,,Bank of India,Q2004439,,Bank of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,6,
"POLYGON ((80.2882229 13.0904382, 80.2882622 13.0906882, 80.2882778 13.0906859, 80.2885111 13.0906511, 80.2884719 13.0904011, 80.2882229 13.0904382))",bank,,UCO Bank,Q2005310,,UCO Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,6,
"POLYGON ((80.2922633 13.0947571, 80.2921725 13.0944618, 80.2918705 13.09455, 80.2919613 13.0948452, 80.2922633 13.0947571))",bank,,HSBC,Q190464,,HSBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,4,
"POLYGON ((80.2885842 13.0908544, 80.288563 13.0907128, 80.2883725 13.0907413, 80.2883925 13.0908828, 80.2884029 13.0908813, 80.2885842 13.0908544))",bank,,Karnataka Bank,Q2042632,,Karnataka Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,3,
"POLYGON ((80.2908739 13.0918997, 80.2912445 13.0917861, 80.2912827 13.0919102, 80.290913 13.0920238, 80.2908739 13.0918997))",bank,,Axis Bank,Q2003549,,Axis Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,5,
"POLYGON ((80.2852682 13.0895442, 80.2852251 13.0891467, 80.2849738 13.0891725, 80.2850169 13.0895701, 80.2852682 13.0895442))",bank,,Union Bank of India,Q2004078,,Union Bank of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,4,
"POLYGON ((80.2914902 13.0953765, 80.2917106 13.0953046, 80.2916593 13.0951551, 80.2914392 13.0952282, 80.2914902 13.0953765))",bank,,Indian Bank,Q2003789,,Indian Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,4,
"POLYGON ((80.2913774 13.0941448, 80.2913355 13.0940115, 80.291287 13.0939907, 80.291229 13.0940063, 80.2912487 13.0941217, 80.2912173 13.0941222, 80.2912225 13.094187, 80.2913774 13.0941448))",bank,,,,,The Tamil Nadu Circle Co-operative Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,3,
"POLYGON ((80.263788 13.0619954, 80.2638841 13.0617624, 80.2635915 13.0616478, 80.2634983 13.0618738, 80.2636208 13.0619218, 80.2636179 13.0619288, 80.263788 13.0619954))",bank,,Bank of Baroda,Q2003797,,Bank of Baroda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,6,
"POLYGON ((80.2601299 13.060575, 80.260173 13.0605106, 80.2602382 13.0604475, 80.2598956 13.0601443, 80.2598488 13.060223, 80.2597779 13.0602838, 80.2598613 13.0603437, 80.2598008 13.0604092, 80.2599598 13.060544, 80.2600145 13.060479, 80.2601299 13.060575))",bank,,Indian Overseas Bank,Q2003611,en:Indian Overseas Bank,Indian Overseas Bank,Indian Overseas Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,7,
